location,date,population,new_cases,new_deaths,total_cases,total_deaths,people_vaccinated,total_vaccinations,new_cases_per_million,new_deaths_per_million,total_deaths_per_million,new_cases_7day_avg,new_deaths_7day_avg,vaccinated_percentage
China,2020-01-05,1425887360,1.0,0.0,1.0,0.0,,,0.0007013176693003296,0.0,0.0,0.0007013176693003296,0.0,
China,2020-01-06,1425887360,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0003506588346501648,0.0,
China,2020-01-07,1425887360,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0002337725564334432,0.0,
China,2020-01-08,1425887360,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0001753294173250824,0.0,
China,2020-01-09,1425887360,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.00014026353386006592,0.0,
China,2020-01-10,1425887360,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0001168862782167216,0.0,
China,2020-01-11,1425887360,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.00010018823847147565,0.0,
China,2020-01-12,1425887360,44.0,1.0,45.0,1.0,,,0.0308579774492145,0.0007013176693003296,0.0007013176693003296,0.0044082824927449285,0.00010018823847147565,
China,2020-01-13,1425887360,0.0,0.0,45.0,1.0,,,0.0,0.0,0.0007013176693003296,0.0044082824927449285,0.00010018823847147565,
China,2020-01-14,1425887360,0.0,0.0,45.0,1.0,,,0.0,0.0,0.0007013176693003296,0.0044082824927449285,0.00010018823847147565,
China,2020-01-15,1425887360,0.0,0.0,45.0,1.0,,,0.0,0.0,0.0007013176693003296,0.0044082824927449285,0.00010018823847147565,
China,2020-01-16,1425887360,0.0,0.0,45.0,1.0,,,0.0,0.0,0.0007013176693003296,0.0044082824927449285,0.00010018823847147565,
China,2020-01-17,1425887360,0.0,0.0,45.0,1.0,,,0.0,0.0,0.0007013176693003296,0.0044082824927449285,0.00010018823847147565,
China,2020-01-18,1425887360,0.0,0.0,45.0,1.0,,,0.0,0.0,0.0007013176693003296,0.0044082824927449285,0.00010018823847147565,
China,2020-01-19,1425887360,80.0,2.0,125.0,3.0,,,0.056105413544026365,0.0014026353386006592,0.0021039530079009884,0.008015059077718052,0.0002003764769429513,
China,2020-01-20,1425887360,0.0,0.0,125.0,3.0,,,0.0,0.0,0.0021039530079009884,0.008015059077718052,0.0002003764769429513,
China,2020-01-21,1425887360,0.0,0.0,125.0,3.0,,,0.0,0.0,0.0021039530079009884,0.008015059077718052,0.0002003764769429513,
China,2020-01-22,1425887360,0.0,0.0,125.0,3.0,,,0.0,0.0,0.0021039530079009884,0.008015059077718052,0.0002003764769429513,
China,2020-01-23,1425887360,0.0,0.0,125.0,3.0,,,0.0,0.0,0.0021039530079009884,0.008015059077718052,0.0002003764769429513,
China,2020-01-24,1425887360,0.0,0.0,125.0,3.0,,,0.0,0.0,0.0021039530079009884,0.008015059077718052,0.0002003764769429513,
China,2020-01-25,1425887360,0.0,0.0,125.0,3.0,,,0.0,0.0,0.0021039530079009884,0.008015059077718052,0.0002003764769429513,
China,2020-01-26,1425887360,1860.0,53.0,1985.0,56.0,,,1.304450864898613,0.03716983647291747,0.03927378948081846,0.18635012355694472,0.00530997663898821,
China,2020-01-27,1425887360,0.0,0.0,1985.0,56.0,,,0.0,0.0,0.03927378948081846,0.18635012355694472,0.00530997663898821,
China,2020-01-28,1425887360,0.0,0.0,1985.0,56.0,,,0.0,0.0,0.03927378948081846,0.18635012355694472,0.00530997663898821,
China,2020-01-29,1425887360,0.0,0.0,1985.0,56.0,,,0.0,0.0,0.03927378948081846,0.18635012355694472,0.00530997663898821,
China,2020-01-30,1425887360,0.0,0.0,1985.0,56.0,,,0.0,0.0,0.03927378948081846,0.18635012355694472,0.00530997663898821,
China,2020-01-31,1425887360,0.0,0.0,1985.0,56.0,,,0.0,0.0,0.03927378948081846,0.18635012355694472,0.00530997663898821,
China,2020-02-01,1425887360,0.0,0.0,1985.0,56.0,,,0.0,0.0,0.03927378948081846,0.18635012355694472,0.00530997663898821,
China,2020-02-02,1425887360,12426.0,305.0,14411.0,361.0,,,8.714573358725897,0.21390188913660052,0.25317567861741896,1.2449390512465566,0.030557412733800075,
China,2020-02-03,1425887360,0.0,0.0,14411.0,361.0,,,0.0,0.0,0.25317567861741896,1.2449390512465566,0.030557412733800075,
China,2020-02-04,1425887360,0.0,0.0,14411.0,361.0,,,0.0,0.0,0.25317567861741896,1.2449390512465566,0.030557412733800075,
China,2020-02-05,1425887360,0.0,0.0,14411.0,361.0,,,0.0,0.0,0.25317567861741896,1.2449390512465566,0.030557412733800075,
China,2020-02-06,1425887360,0.0,0.0,14411.0,361.0,,,0.0,0.0,0.25317567861741896,1.2449390512465566,0.030557412733800075,
China,2020-02-07,1425887360,0.0,0.0,14411.0,361.0,,,0.0,0.0,0.25317567861741896,1.2449390512465566,0.030557412733800075,
China,2020-02-08,1425887360,0.0,0.0,14411.0,361.0,,,0.0,0.0,0.25317567861741896,1.2449390512465566,0.030557412733800075,
China,2020-02-09,1425887360,22840.0,544.0,37251.0,905.0,,,16.01809556681953,0.38151681209937927,0.6346924907167982,2.2882993666885043,0.05450240172848275,
China,2020-02-10,1425887360,0.0,0.0,37251.0,905.0,,,0.0,0.0,0.6346924907167982,2.2882993666885043,0.05450240172848275,
China,2020-02-11,1425887360,0.0,0.0,37251.0,905.0,,,0.0,0.0,0.6346924907167982,2.2882993666885043,0.05450240172848275,
China,2020-02-12,1425887360,0.0,0.0,37251.0,905.0,,,0.0,0.0,0.6346924907167982,2.2882993666885043,0.05450240172848275,
China,2020-02-13,1425887360,0.0,0.0,37251.0,905.0,,,0.0,0.0,0.6346924907167982,2.2882993666885043,0.05450240172848275,
China,2020-02-14,1425887360,0.0,0.0,37251.0,905.0,,,0.0,0.0,0.6346924907167982,2.2882993666885043,0.05450240172848275,
China,2020-02-15,1425887360,0.0,0.0,37251.0,905.0,,,0.0,0.0,0.6346924907167982,2.2882993666885043,0.05450240172848275,
China,2020-02-16,1425887360,31333.0,862.0,68584.0,1767.0,,,21.974386532187225,0.6045358309368841,1.2392283216536824,3.1391980760267466,0.08636226156241202,
China,2020-02-17,1425887360,0.0,0.0,68584.0,1767.0,,,0.0,0.0,1.2392283216536824,3.1391980760267466,0.08636226156241202,
China,2020-02-18,1425887360,0.0,0.0,68584.0,1767.0,,,0.0,0.0,1.2392283216536824,3.1391980760267466,0.08636226156241202,
China,2020-02-19,1425887360,0.0,0.0,68584.0,1767.0,,,0.0,0.0,1.2392283216536824,3.1391980760267466,0.08636226156241202,
China,2020-02-20,1425887360,0.0,0.0,68584.0,1767.0,,,0.0,0.0,1.2392283216536824,3.1391980760267466,0.08636226156241202,
China,2020-02-21,1425887360,0.0,0.0,68584.0,1767.0,,,0.0,0.0,1.2392283216536824,3.1391980760267466,0.08636226156241202,
China,2020-02-22,1425887360,0.0,0.0,68584.0,1767.0,,,0.0,0.0,1.2392283216536824,3.1391980760267466,0.08636226156241202,
China,2020-02-23,1425887360,8458.0,679.0,77042.0,2446.0,,,5.931744846942188,0.47619469745492377,1.7154230191086062,0.8473921209917411,0.06802781392213196,
China,2020-02-24,1425887360,0.0,0.0,77042.0,2446.0,,,0.0,0.0,1.7154230191086062,0.8473921209917411,0.06802781392213196,
